,Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Segment
773,100250986,10,1,3173170.759455827,5,1,2,512,8,Potential Loyalist
774,100250988,146,2,2833169.815701148,2,3,2,232,7,Potential Loyalist
775,100250989,29,3,2516760.380755493,5,4,2,542,11,Loyal Customers
776,100250990,10,7,896774.8603035541,5,5,1,551,11,Loyal Customers
777,100250991,121,1,75063.77758542262,2,1,1,211,4,Hibernating
778,100250992,199,3,77148026.09552537,1,4,5,145,10,Loyal Customers
779,100250993,105,2,7120939.923295046,3,3,3,333,9,Potential Loyalist
780,100250994,35,3,5658856.450790761,4,4,3,443,11,Loyal Customers
781,100250996,10,2,10035328.401521796,5,3,4,534,12,Loyal Customers
782,100250997,73,4,12007262.336633585,3,5,4,354,12,Loyal Customers
783,100250998,140,1,1287375.3479911522,2,1,2,212,5,At Risk
784,100251000,167,1,4643813.364436224,1,1,3,113,5,At Risk
785,100251002,26,2,54514.834203923914,5,3,1,531,9,Potential Loyalist
786,100251004,49,2,7886343.562896619,4,3,3,433,10,Loyal Customers
787,100251005,207,1,1768161.012879728,1,1,2,112,4,Hibernating
788,100251006,209,1,1011245.0670412965,1,1,1,111,3,Hibernating
789,100251008,159,1,101441.98279042402,1,1,1,111,3,Hibernating
790,100251009,155,3,21712905.413219865,2,4,4,244,10,Loyal Customers
791,100251010,7,5,79092924.17958346,5,5,5,555,15,Champions
792,100251012,134,1,257640.76229653467,2,1,1,211,4,Hibernating
793,100251014,49,5,108213670.57842106,4,5,5,455,14,Champions
794,100251015,209,1,1133815.079486565,1,1,2,112,4,Hibernating
795,100251016,18,8,7024810.389415627,5,5,3,553,13,Champions
796,100251017,113,1,2931658.134878113,2,1,2,212,5,At Risk
797,100251018,57,2,6425857.187456023,4,3,3,433,10,Loyal Customers
798,100251021,50,5,2304009.831052049,4,5,2,452,11,Loyal Customers
799,100251023,208,1,532728.2483335866,1,1,1,111,3,Hibernating
800,100251024,197,1,3016801.4247937743,1,1,2,112,4,Hibernating
801,100251026,20,6,26459156.42193305,5,5,4,554,14,Champions
802,100251027,3,3,2353242.7015211033,5,4,2,542,11,Loyal Customers
803,100251029,25,2,6801125.878797481,5,3,3,533,11,Loyal Customers
804,100251030,28,2,5492478.186285473,5,3,3,533,11,Loyal Customers
805,100251031,217,1,4695314.598434534,1,1,3,113,5,At Risk
806,100251032,124,1,268893.48431362066,2,1,1,211,4,Hibernating
807,100251033,52,2,606396.1931135956,4,3,1,431,8,Potential Loyalist
808,100251034,161,2,23258762.043053117,1,3,4,134,8,Potential Loyalist
809,100251035,161,2,1832944.118197787,1,3,2,132,6,At Risk
810,100251039,24,7,22014975.43736902,5,5,4,554,14,Champions
811,100251041,65,1,1423339.685523237,3,1,2,312,6,At Risk
812,100251044,158,1,8272098.760458449,1,1,3,113,5,At Risk
813,100251045,54,5,111067084.04853979,4,5,5,455,14,Champions
814,100251046,31,1,5404435.419595633,5,1,3,513,9,Potential Loyalist
815,100251047,49,4,134800257.3927265,4,5,5,455,14,Champions
816,100251048,106,1,74294.9437814816,3,1,1,311,5,At Risk
817,100251049,138,2,10174158.051514655,2,3,4,234,9,Potential Loyalist
818,100251050,37,5,7621487.131682199,4,5,3,453,12,Loyal Customers
819,100251051,46,1,243306.2788285341,4,1,1,411,6,At Risk
820,100251052,207,1,2233270.462034802,1,1,2,112,4,Hibernating
821,100251054,128,6,23896890.10329095,2,5,4,254,11,Loyal Customers
822,100251055,18,2,21047983.980695028,5,3,4,534,12,Loyal Customers
823,100251056,157,1,4729637.901222901,1,1,3,113,5,At Risk
824,100251059,11,1,134481.6977556489,5,1,1,511,7,Potential Loyalist
825,100251062,143,2,5031536.987914793,2,3,3,233,8,Potential Loyalist
826,100251063,34,3,13392989.443562822,4,4,4,444,12,Loyal Customers
827,100251065,7,1,708608.4582403026,5,1,1,511,7,Potential Loyalist
828,100251066,215,1,33135096.11983297,1,1,5,115,7,Potential Loyalist
829,100251067,36,6,30803363.317010555,4,5,5,455,14,Champions
830,100251068,107,1,4007680.091576115,3,1,3,313,7,Potential Loyalist
831,100251071,91,1,2604401.087361914,3,1,2,312,6,At Risk
832,100251072,48,2,1441071.5805248665,4,3,2,432,9,Potential Loyalist
833,100251073,53,3,9211459.543184761,4,4,3,443,11,Loyal Customers
834,100251074,17,1,530100.4751160548,5,1,1,511,7,Potential Loyalist
835,100251076,44,5,163049068.00861585,4,5,5,455,14,Champions
836,100251077,6,2,447028.3050731984,5,3,1,531,9,Potential Loyalist
837,100251078,75,1,2221524.869737296,3,1,2,312,6,At Risk
838,100251079,28,1,624729.6098925516,5,1,1,511,7,Potential Loyalist
839,100251080,215,1,33505691.416415658,1,1,5,115,7,Potential Loyalist
840,100251081,197,1,480931.2692135981,1,1,1,111,3,Hibernating
841,100251082,145,1,2808396.9067794364,2,1,2,212,5,At Risk
842,100251083,56,1,72532.75894413378,4,1,1,411,6,At Risk
843,100251084,185,2,6196422.535290797,1,3,3,133,7,Potential Loyalist
844,100251085,175,1,196207.0246338124,1,1,1,111,3,Hibernating
845,100251086,162,2,3686057.2234575497,1,3,3,133,7,Potential Loyalist
846,100251087,148,3,673939.6194427025,2,4,1,241,7,Potential Loyalist
847,100251088,9,1,4247208.054997318,5,1,3,513,9,Potential Loyalist
848,100251089,163,1,4668625.494431629,1,1,3,113,5,At Risk
849,100251090,162,2,2748598.9075531205,1,3,2,132,6,At Risk
850,100251091,118,1,4402770.514075847,2,1,3,213,6,At Risk
851,100251092,84,3,1871453.0147044412,3,4,2,342,9,Potential Loyalist
852,100251094,181,1,25042.210142549648,1,1,1,111,3,Hibernating
853,100251095,86,4,6069530.918509331,3,5,3,353,11,Loyal Customers
854,100251098,186,1,2977944.598612987,1,1,2,112,4,Hibernating
855,100251099,52,2,1848271.1012437297,4,3,2,432,9,Potential Loyalist
856,100251101,64,5,5211706.535138389,3,5,3,353,11,Loyal Customers
857,100251102,21,1,2646687.4681322286,5,1,2,512,8,Potential Loyalist
858,100251104,206,1,1144164.2018474867,1,1,2,112,4,Hibernating
859,100251106,102,1,3215406.5174382394,3,1,2,312,6,At Risk
860,100251107,25,2,12895026.14283802,5,3,4,534,12,Loyal Customers
861,100251109,79,1,8908796.645700002,3,1,3,313,7,Potential Loyalist
862,100251110,56,2,7811155.379124045,4,3,3,433,10,Loyal Customers
863,100251111,153,1,2929289.3840479776,2,1,2,212,5,At Risk
864,100251114,92,6,7719224.173604486,3,5,3,353,11,Loyal Customers
865,100251115,91,3,8360810.72591065,3,4,3,343,10,Loyal Customers
866,100251116,145,1,8983100.509291308,2,1,3,213,6,At Risk
867,100251118,159,3,29403725.985012826,1,4,5,145,10,Loyal Customers
868,100251119,160,1,729785.6215635749,1,1,1,111,3,Hibernating
869,100251120,142,1,53687.42358894205,2,1,1,211,4,Hibernating
870,100251121,29,1,301454.77135274775,5,1,1,511,7,Potential Loyalist
871,100251122,154,1,1128599.5711420868,2,1,2,212,5,At Risk
872,100251123,86,1,4311219.56966859,3,1,3,313,7,Potential Loyalist
873,100251124,56,3,46353863.92402958,4,4,5,445,13,Champions
874,100251125,18,5,7501209.612887065,5,5,3,553,13,Champions
875,100251128,53,2,21247896.665566362,4,3,4,434,11,Loyal Customers
876,100251129,211,2,61037031.07228594,1,3,5,135,9,Potential Loyalist
877,100251131,45,4,4808225.46609444,4,5,3,453,12,Loyal Customers
878,100251132,133,1,6186735.255726101,2,1,3,213,6,At Risk
879,100251135,118,2,5385688.32107653,2,3,3,233,8,Potential Loyalist
880,100251136,159,1,4219670.692708894,1,1,3,113,5,At Risk
881,100251137,139,1,1925346.4456223757,2,1,2,212,5,At Risk
882,100251138,156,1,3932343.0158374384,2,1,3,213,6,At Risk
883,100251139,105,1,3678000.6079827147,3,1,3,313,7,Potential Loyalist
884,100251140,163,1,3323162.365151886,1,1,2,112,4,Hibernating
885,100251142,62,1,21525436.041678496,3,1,4,314,8,Potential Loyalist
886,100251143,120,1,3709259.84653756,2,1,3,213,6,At Risk
887,100251145,147,1,4552648.218893894,2,1,3,213,6,At Risk
888,100251146,120,1,2918740.111790694,2,1,2,212,5,At Risk
889,100251148,33,3,28126018.8304582,4,4,4,444,12,Loyal Customers
890,100251149,153,1,4842128.199780096,2,1,3,213,6,At Risk
891,100251150,144,1,1597650.5261759197,2,1,2,212,5,At Risk
892,100251151,203,1,1146267.4496196036,1,1,2,112,4,Hibernating
893,100251152,162,1,185422.74491607002,1,1,1,111,3,Hibernating
894,100251153,7,2,23979054.413233448,5,3,4,534,12,Loyal Customers
895,100251156,38,4,23296244.684421822,4,5,4,454,13,Champions
896,100251157,151,2,2110436.3324862868,2,3,2,232,7,Potential Loyalist
897,100251158,88,2,2049632.1016357117,3,3,2,332,8,Potential Loyalist
898,100251160,35,3,4125870.755041359,4,4,3,443,11,Loyal Customers
899,100251161,101,1,3832211.5166381253,3,1,3,313,7,Potential Loyalist
900,100251162,207,2,5632184.985406658,1,3,3,133,7,Potential Loyalist
901,100251163,205,1,4963601.264955643,1,1,3,113,5,At Risk
902,100251164,197,1,3479357.2450374737,1,1,3,113,5,At Risk
903,100251165,9,1,212916.61648131534,5,1,1,511,7,Potential Loyalist
904,100251166,114,1,2910441.711216934,2,1,2,212,5,At Risk
905,100251167,29,5,188145228.34403503,5,5,5,555,15,Champions
906,100251169,118,1,3697983.708540808,2,1,3,213,6,At Risk
907,100251170,116,2,1993837.7745973552,2,3,2,232,7,Potential Loyalist
908,100251173,146,1,578256.0706821117,2,1,1,211,4,Hibernating
909,100251174,205,1,1660425.5149201523,1,1,2,112,4,Hibernating
910,100251175,168,1,30829551.650167894,1,1,5,115,7,Potential Loyalist
911,100251176,178,1,490596.6234396686,1,1,1,111,3,Hibernating
912,100251178,90,1,3035496.0858672927,3,1,2,312,6,At Risk
913,100251179,211,1,1183931.1028846963,1,1,2,112,4,Hibernating
914,100251181,33,5,115693012.61822444,4,5,5,455,14,Champions
915,100251182,185,1,287599.32733753824,1,1,1,111,3,Hibernating
916,100251183,35,4,22565668.919840895,4,5,4,454,13,Champions
917,100251184,187,2,4665858.620959719,1,3,3,133,7,Potential Loyalist
918,100251185,104,1,4758196.219536275,3,1,3,313,7,Potential Loyalist
919,100251186,91,1,1561641.801584606,3,1,2,312,6,At Risk
920,100251187,169,1,2087590.2756798065,1,1,2,112,4,Hibernating
921,100251190,20,1,44387380.06100787,5,1,5,515,11,Loyal Customers
922,100251191,217,1,13279131.317527935,1,1,4,114,6,At Risk
923,100251192,55,7,34243987.56375589,4,5,5,455,14,Champions
924,100251195,167,1,150066.26468107646,1,1,1,111,3,Hibernating
925,100251196,64,1,3003823.253120391,3,1,2,312,6,At Risk
926,100251197,128,1,4462260.088085012,2,1,3,213,6,At Risk
927,100251199,165,1,861806.8530207415,1,1,1,111,3,Hibernating
928,100251200,116,1,3167833.196154193,2,1,2,212,5,At Risk
929,100251201,110,4,570398.5168872741,3,5,1,351,9,Potential Loyalist
930,100251203,121,1,538619.284131974,2,1,1,211,4,Hibernating
931,100251204,151,2,319101.1161873897,2,3,1,231,6,At Risk
932,100251205,95,1,695018.4227907812,3,1,1,311,5,At Risk
933,100251206,76,1,2642487.340359035,3,1,2,312,6,At Risk
934,100251207,113,1,4838860.031429194,2,1,3,213,6,At Risk
935,100251210,153,2,42224219.83833881,2,3,5,235,10,Loyal Customers
936,100251211,31,4,10342336.462028656,5,5,4,554,14,Champions
937,100251212,40,6,407734.62699150224,4,5,1,451,10,Loyal Customers
938,100251213,98,1,44937.400976595156,3,1,1,311,5,At Risk
939,100251215,29,3,1759644.1058362883,5,4,2,542,11,Loyal Customers
940,100251216,130,1,326654.2409656503,2,1,1,211,4,Hibernating
941,100251217,50,2,12082364.113105174,4,3,4,434,11,Loyal Customers
942,100251220,53,2,1576182.286706783,4,3,2,432,9,Potential Loyalist
943,100251223,169,1,7442268.1775311725,1,1,3,113,5,At Risk
944,100251225,33,3,5030068.939219424,4,4,3,443,11,Loyal Customers
945,100251228,39,2,3568543.266845652,4,3,3,433,10,Loyal Customers
946,100251229,115,1,3166142.4565512096,2,1,2,212,5,At Risk
947,100251230,98,1,53971.39094293764,3,1,1,311,5,At Risk
948,100251231,130,4,31909400.523365762,2,5,5,255,12,Loyal Customers
949,100251232,181,2,152217.63574306894,1,3,1,131,5,At Risk
950,100251233,109,1,3311868.2507745726,3,1,2,312,6,At Risk
951,100251234,35,2,2385405.632319343,4,3,2,432,9,Potential Loyalist
952,100251235,2,2,1041913.1335581782,5,3,1,531,9,Potential Loyalist
953,100251236,121,1,4597509.8234917475,2,1,3,213,6,At Risk
954,100251237,108,1,3932069.8271702235,3,1,3,313,7,Potential Loyalist
955,100251238,64,1,239272.90212859664,3,1,1,311,5,At Risk
956,100251239,106,1,4481060.460011121,3,1,3,313,7,Potential Loyalist
957,100251241,32,1,12917892.756007621,5,1,4,514,10,Loyal Customers
958,100251242,122,1,2183685.526214008,2,1,2,212,5,At Risk
959,100251243,130,2,395391.84521478903,2,3,1,231,6,At Risk
960,100251244,99,1,3494252.90826903,3,1,3,313,7,Potential Loyalist
961,100251246,137,1,937833.0263963013,2,1,1,211,4,Hibernating
962,100251248,55,6,101689934.97526152,4,5,5,455,14,Champions
963,100251250,146,1,4749915.876302486,2,1,3,213,6,At Risk
964,100251251,14,1,2589619.0793867297,5,1,2,512,8,Potential Loyalist
965,100251254,110,1,3399433.581120745,3,1,2,312,6,At Risk
966,100251255,165,1,275795.29146093334,1,1,1,111,3,Hibernating
967,100251256,67,4,8773690.32529087,3,5,3,353,11,Loyal Customers
968,100251257,165,1,414380.01091455953,1,1,1,111,3,Hibernating
969,100251259,88,3,955075.9906480133,3,4,1,341,8,Potential Loyalist
970,100251262,210,1,2035248.751773628,1,1,2,112,4,Hibernating
971,100251264,72,2,1390009.8867437015,3,3,2,332,8,Potential Loyalist
972,100251266,21,14,2299220.988608953,5,5,2,552,12,Loyal Customers
973,100251267,14,5,16166519.752397317,5,5,4,554,14,Champions
974,100251269,152,1,212953.1478983333,2,1,1,211,4,Hibernating
975,100251270,56,1,1415109.755063447,4,1,2,412,7,Potential Loyalist
976,100251271,47,3,8704031.69813199,4,4,3,443,11,Loyal Customers
977,100251272,74,1,4284085.514031185,3,1,3,313,7,Potential Loyalist
978,100251274,39,1,402806.6283126332,4,1,1,411,6,At Risk
979,100251275,144,2,71912.30519171091,2,3,1,231,6,At Risk
980,100251276,164,1,1568227.5900039128,1,1,2,112,4,Hibernating
981,100251279,52,2,5192094.075585485,4,3,3,433,10,Loyal Customers
982,100251280,96,2,12201368.077764986,3,3,4,334,10,Loyal Customers
983,100251281,125,1,3268040.231696969,2,1,2,212,5,At Risk
984,100251282,126,1,4995496.280846861,2,1,3,213,6,At Risk
985,100251283,117,1,2795370.6425373494,2,1,2,212,5,At Risk
986,100251284,207,1,1350759.2970477473,1,1,2,112,4,Hibernating
987,100251285,114,1,1968770.815569578,2,1,2,212,5,At Risk
988,100251286,147,2,704952.3039495484,2,3,1,231,6,At Risk
989,100251287,56,4,3851750.584640818,4,5,3,453,12,Loyal Customers
990,100251289,76,1,1423610.4807660605,3,1,2,312,6,At Risk
991,100251290,10,1,1035409.2355189666,5,1,1,511,7,Potential Loyalist
992,100251295,39,2,8630491.432570795,4,3,3,433,10,Loyal Customers
993,100251297,88,1,3610112.6016593953,3,1,3,313,7,Potential Loyalist
994,100251302,26,1,17930457.605337266,5,1,4,514,10,Loyal Customers
995,100251305,23,1,618302.7225202253,5,1,1,511,7,Potential Loyalist
996,100251306,165,1,369135.89552167006,1,1,1,111,3,Hibernating
997,100251307,8,1,488377.71206585324,5,1,1,511,7,Potential Loyalist
998,100251308,208,1,1342113.8139492683,1,1,2,112,4,Hibernating
999,100251312,58,2,10287751.445876174,3,3,4,334,10,Loyal Customers
1000,100251313,60,2,6623958.2443788815,3,3,3,333,9,Potential Loyalist
1001,100251315,114,1,794627.5684545928,2,1,1,211,4,Hibernating
1002,100251317,194,1,606943.3099385547,1,1,1,111,3,Hibernating
1003,100251319,140,1,1164009.111037661,2,1,2,212,5,At Risk
1004,100251320,39,4,11626854.461909208,4,5,4,454,13,Champions
1005,100251323,135,1,336841.57595243794,2,1,1,211,4,Hibernating
1006,100251324,43,2,6570899.068673703,4,3,3,433,10,Loyal Customers
1007,100251327,112,1,30433.26279426939,2,1,1,211,4,Hibernating
1008,100251328,20,4,26511835.699959595,5,5,4,554,14,Champions
1009,100251330,127,1,2778740.5905058207,2,1,2,212,5,At Risk
1010,100251331,212,1,775457.5004148632,1,1,1,111,3,Hibernating
1011,100251332,210,2,507129.542875239,1,3,1,131,5,At Risk
1012,100251333,31,3,3720716.715667521,5,4,3,543,12,Loyal Customers
1013,100251334,145,1,2073763.146177801,2,1,2,212,5,At Risk
1014,100251335,207,1,3796486.506740807,1,1,3,113,5,At Risk
1015,100251338,139,1,4785150.056583644,2,1,3,213,6,At Risk
1016,100251339,153,2,25150322.220670123,2,3,4,234,9,Potential Loyalist
1017,100251340,141,1,1519033.0252154728,2,1,2,212,5,At Risk
1018,100251342,40,5,537154.1178965126,4,5,1,451,10,Loyal Customers
1019,100251343,122,2,56222832.5748848,2,3,5,235,10,Loyal Customers
1020,100251344,163,1,1801710.1822179179,1,1,2,112,4,Hibernating
1021,100251345,170,1,1172496.7469196822,1,1,2,112,4,Hibernating
1022,100251346,157,1,278939.52852302714,1,1,1,111,3,Hibernating
1023,100251347,158,1,399301.4827706476,1,1,1,111,3,Hibernating
1024,100251348,78,2,5934401.676294508,3,3,3,333,9,Potential Loyalist
1025,100251349,12,1,1529743.9308723148,5,1,2,512,8,Potential Loyalist
1026,100251350,146,1,1302140.8615121676,2,1,2,212,5,At Risk
1027,100251352,207,1,1966916.4361157937,1,1,2,112,4,Hibernating
1028,100251353,218,1,57762.45557017887,1,1,1,111,3,Hibernating
1029,100251354,134,1,2091365.3039454683,2,1,2,212,5,At Risk
1030,100251355,141,1,2826639.7702819584,2,1,2,212,5,At Risk
1031,100251358,42,2,15847943.646305393,4,3,4,434,11,Loyal Customers
1032,100251362,124,2,2580695.049208973,2,3,2,232,7,Potential Loyalist
1033,100251363,117,1,1828705.8346157514,2,1,2,212,5,At Risk
1034,100251365,139,1,4774462.78234299,2,1,3,213,6,At Risk
1035,100251366,212,1,148832.9916258622,1,1,1,111,3,Hibernating
1036,100251369,137,1,2509543.2704506177,2,1,2,212,5,At Risk
1037,100251370,30,1,11865119.094279263,5,1,4,514,10,Loyal Customers
1038,100251372,47,3,4371858.923172593,4,4,3,443,11,Loyal Customers
1039,100251373,147,1,4622809.005904842,2,1,3,213,6,At Risk
1040,100251374,62,1,2072600.3120403655,3,1,2,312,6,At Risk
1041,100251375,75,1,6511187.734887059,3,1,3,313,7,Potential Loyalist
1042,100251376,64,1,1402599.6688304632,3,1,2,312,6,At Risk
1043,100251377,163,1,4856568.035259489,1,1,3,113,5,At Risk
1044,100251378,74,1,2629103.9786934434,3,1,2,312,6,At Risk
1045,100251379,34,1,27752360.6439391,4,1,4,414,9,Potential Loyalist
1046,100251380,116,1,3081948.0959739704,2,1,2,212,5,At Risk
1047,100251382,151,1,4915313.623161346,2,1,3,213,6,At Risk
1048,100251383,144,1,1957531.670079896,2,1,2,212,5,At Risk
1049,100251384,87,1,2363925.803606634,3,1,2,312,6,At Risk
1050,100251385,124,1,2737950.536197872,2,1,2,212,5,At Risk
1051,100251387,146,1,4823884.261526073,2,1,3,213,6,At Risk
1052,100251388,111,1,2076725.377994759,2,1,2,212,5,At Risk
1053,100251392,15,2,3998433.5967849004,5,3,3,533,11,Loyal Customers
1054,100251394,111,1,4980688.351073499,2,1,3,213,6,At Risk
1055,100251396,115,1,2429066.191678929,2,1,2,212,5,At Risk
1056,100251400,113,1,1084931.6272254316,2,1,2,212,5,At Risk
1057,100251402,91,1,2574564.066577781,3,1,2,312,6,At Risk
1058,100251403,120,1,194949.15287431987,2,1,1,211,4,Hibernating
1059,100251404,161,1,1092785.110756801,1,1,2,112,4,Hibernating
1060,100251405,169,1,3629303.6920919465,1,1,3,113,5,At Risk
1061,100251406,112,1,331045.1456847152,2,1,1,211,4,Hibernating
1062,100251408,192,1,3868483.68010335,1,1,3,113,5,At Risk
1063,100251412,37,1,49397367.23509858,4,1,5,415,10,Loyal Customers
1064,100251413,65,1,1491331.0453979229,3,1,2,312,6,At Risk
1065,100251414,85,1,574572.1581776639,3,1,1,311,5,At Risk
1066,100251417,49,1,415642.6991437178,4,1,1,411,6,At Risk
1067,100251421,34,1,14490985.754701613,4,1,4,414,9,Potential Loyalist
1068,100251424,33,1,30481920.50536579,4,1,5,415,10,Loyal Customers
1069,100251425,33,1,13711271.136726754,4,1,4,414,9,Potential Loyalist
1070,100251427,38,3,68254692.77194996,4,4,5,445,13,Champions
1071,100251428,212,1,395445.68071793864,1,1,1,111,3,Hibernating
1072,100251429,210,1,222224.48663543802,1,1,1,111,3,Hibernating
1073,100251430,10,3,108235725.28666332,5,4,5,545,14,Champions
1074,100251431,63,4,25209146.710449636,3,5,4,354,12,Loyal Customers
1075,100251433,153,3,7077943.889829412,2,4,3,243,9,Potential Loyalist
1076,100251434,5,2,28301884.211990025,5,3,4,534,12,Loyal Customers
1077,100251435,106,1,30151912.630674746,3,1,5,315,9,Potential Loyalist
1078,100251436,123,1,1523307.0796522435,2,1,2,212,5,At Risk
1079,100251437,7,8,8025691.360898873,5,5,3,553,13,Champions
1080,100251439,75,2,1753053.008039576,3,3,2,332,8,Potential Loyalist
1081,100251441,109,1,1617716.1902010026,3,1,2,312,6,At Risk
1082,100251442,126,1,80744.1451574874,2,1,1,211,4,Hibernating
1083,100251443,163,1,2182702.382991401,1,1,2,112,4,Hibernating
1084,100251444,45,1,4787927.919596416,4,1,3,413,8,Potential Loyalist
1085,100251445,157,1,4449740.919332723,1,1,3,113,5,At Risk
1086,100251449,45,1,2549481.2148182257,4,1,2,412,7,Potential Loyalist
1087,100251450,101,2,2217204.2792470767,3,3,2,332,8,Potential Loyalist
1088,100251451,109,6,6875982.0627002055,3,5,3,353,11,Loyal Customers
1089,100251452,20,1,1402563.0212893144,5,1,2,512,8,Potential Loyalist
1090,100251453,129,2,8009771.2498886455,2,3,3,233,8,Potential Loyalist
1091,100251454,50,2,1662989.2839380591,4,3,2,432,9,Potential Loyalist
1092,100251457,55,3,5079488.569973007,4,4,3,443,11,Loyal Customers
1093,100251458,200,2,42051427.5167887,1,3,5,135,9,Potential Loyalist
1094,100251459,142,1,2441156.03868779,2,1,2,212,5,At Risk
1095,100251460,43,2,5811233.758997198,4,3,3,433,10,Loyal Customers
1096,100251461,18,8,8214435.222104847,5,5,3,553,13,Champions
1097,100251462,167,1,9205083.403287882,1,1,3,113,5,At Risk
1098,100251464,68,3,9103371.426720237,3,4,3,343,10,Loyal Customers
1099,100251465,138,2,318370.63806469284,2,3,1,231,6,At Risk
1100,100251466,129,1,2530543.0102468063,2,1,2,212,5,At Risk
1101,100251468,99,1,6925500.408045336,3,1,3,313,7,Potential Loyalist
1102,100251471,121,1,2657485.055042485,2,1,2,212,5,At Risk
1103,100251472,1,4,11967508.424378328,5,5,4,554,14,Champions
1104,100251473,166,1,2370052.1065485086,1,1,2,112,4,Hibernating
1105,100251474,153,2,2272201.585298868,2,3,2,232,7,Potential Loyalist
1106,100251475,49,3,3494005.1145192166,4,4,3,443,11,Loyal Customers
1107,100251476,9,7,61048368.38648746,5,5,5,555,15,Champions
1108,100251477,161,3,643127.8629618147,1,4,1,141,6,At Risk
1109,100251478,131,2,1249929.761652813,2,3,2,232,7,Potential Loyalist
1110,100251479,53,2,12703655.156433666,4,3,4,434,11,Loyal Customers
1111,100251480,87,4,17911523.768627074,3,5,4,354,12,Loyal Customers
1112,100251481,79,1,4156409.8174876003,3,1,3,313,7,Potential Loyalist
1113,100251482,130,1,3643297.9552636133,2,1,3,213,6,At Risk
1114,100251483,138,1,25859397.19064929,2,1,4,214,7,Potential Loyalist
1115,100251485,46,1,259446.936176706,4,1,1,411,6,At Risk
1116,100251486,42,2,77454157.86809266,4,3,5,435,12,Loyal Customers
1117,100251487,14,3,40934439.76653476,5,4,5,545,14,Champions
1118,100251488,10,4,105471615.546389,5,5,5,555,15,Champions
1119,100251489,127,2,17735917.806444425,2,3,4,234,9,Potential Loyalist
1120,100251490,33,1,2392075.5427779523,4,1,2,412,7,Potential Loyalist
1121,100251492,109,1,1768150.1615057224,3,1,2,312,6,At Risk
1122,100251493,211,1,3005410.329782507,1,1,2,112,4,Hibernating
1123,100251494,83,2,12664223.68072147,3,3,4,334,10,Loyal Customers
1124,100251495,96,3,10791375.713786522,3,4,4,344,11,Loyal Customers
1125,100251496,154,1,123987.26882996912,2,1,1,211,4,Hibernating
1126,100251497,163,1,1571301.2164915071,1,1,2,112,4,Hibernating
1127,100251498,32,3,2881983.612404023,5,4,2,542,11,Loyal Customers
1128,100251499,163,2,4257563.636010194,1,3,3,133,7,Potential Loyalist
1129,100251502,186,2,6164914.767186404,1,3,3,133,7,Potential Loyalist
1130,100251503,131,1,31734912.461829927,2,1,5,215,8,Potential Loyalist
1131,100251504,6,2,13603517.56864134,5,3,4,534,12,Loyal Customers
1132,100251505,37,5,23117510.765692912,4,5,4,454,13,Champions
1133,100251506,123,1,4078608.0883856947,2,1,3,213,6,At Risk
1134,100251507,193,1,2065061.7379787846,1,1,2,112,4,Hibernating
1135,100251509,115,2,1583587.4039076364,2,3,2,232,7,Potential Loyalist
1136,100251510,26,6,7814237.709062704,5,5,3,553,13,Champions
1137,100251511,167,1,4567164.480230917,1,1,3,113,5,At Risk
1138,100251512,115,1,3390589.9915266465,2,1,2,212,5,At Risk
1139,100251513,154,2,14909566.00042823,2,3,4,234,9,Potential Loyalist
1140,100251514,55,1,17149784.972005893,4,1,4,414,9,Potential Loyalist
1141,100251515,126,5,71957708.55066386,2,5,5,255,12,Loyal Customers
1142,100251517,200,1,687414.2645805171,1,1,1,111,3,Hibernating
1143,100251519,181,1,4779786.637870566,1,1,3,113,5,At Risk
1144,100251520,46,4,31539807.18884276,4,5,5,455,14,Champions
1145,100251525,129,1,1135525.8461185805,2,1,2,212,5,At Risk
1146,100251527,130,1,2122804.4870414627,2,1,2,212,5,At Risk
1147,100251528,163,1,3564234.46689966,1,1,3,113,5,At Risk
1148,100251530,43,2,5935192.514762327,4,3,3,433,10,Loyal Customers
1149,100251532,10,7,35131972.30891034,5,5,5,555,15,Champions
1150,100251533,181,1,2198226.3231379553,1,1,2,112,4,Hibernating
1151,100251535,193,1,1353788.597914704,1,1,2,112,4,Hibernating
1152,100251536,43,2,61899426.19068155,4,3,5,435,12,Loyal Customers
1153,100251537,47,1,4972155.1878339015,4,1,3,413,8,Potential Loyalist
1154,100251538,52,1,460032.6981039791,4,1,1,411,6,At Risk
1155,100251539,127,1,41219633.7657759,2,1,5,215,8,Potential Loyalist
1156,100251540,161,1,3030476.770243569,1,1,2,112,4,Hibernating
1157,100251542,45,5,31359926.199772015,4,5,5,455,14,Champions
1158,100251543,122,1,1303645.479821135,2,1,2,212,5,At Risk
1159,100251545,62,2,2059134.9920561789,3,3,2,332,8,Potential Loyalist
1160,100251546,19,2,26065178.05551743,5,3,4,534,12,Loyal Customers
1161,100251547,122,2,37452163.96223184,2,3,5,235,10,Loyal Customers
1162,100251548,152,1,84134.00738038788,2,1,1,211,4,Hibernating
1163,100251549,20,3,7142549.550604515,5,4,3,543,12,Loyal Customers
1164,100251550,25,4,8444412.39913547,5,5,3,553,13,Champions
1165,100251551,69,1,12353.210560789496,3,1,1,311,5,At Risk
1166,100251552,43,1,135646.17828212577,4,1,1,411,6,At Risk
1167,100251553,113,1,294529.614063308,2,1,1,211,4,Hibernating
